  [fact] mode=delta layers=4 lr=3e-5 save_every=1000 spec=checkpoints_v12_phase0/contrastive/fact_retrieval/fact_band_spec.json
+ .venv/bin/python -m v12.train --preset v12_grammar_dyn --stage pretrain --dataset fact --pretrain_sources dclm,fineweb --pretrain_weights 40,60 --substrate grammar@1.0 --registry v12_registry --grow_layers @checkpoints_v12_phase0/contrastive/fact_retrieval/fact_band_spec.json --layer_head_budget 16 --head_gate --write_phase_address --freeze_layers base --attach_mode sequential --stage_loss ce_fact_strong --fused_ce --fact_value_pool 50 --gen_every 0 --gen_prompt Record: bofim means gold. Record: kaner means silver. Query: bofim means --batch_size 8 --seq_len 512 --lr 3e-5 --weight_decay 0.01 --token_budget 40000000 --checkpoint_dir checkpoints_v12_phase0/contrastive/fact_retrieval --save_every_steps 1000 --log_dir logs
[Discord] Webhook configured -- notifications enabled
Wall clock start: 2026-07-29 20:07:21
============================================================
  V12: PAM with new memory dynamics
  Preset: v12_grammar_dyn | Stage: pretrain | Dataset: fact
============================================================

Stage loss: ce_fact_strong — ce_fact with fact_contrastive_lambda=0.5 (Phase 0 contrastive control).
  overrides applied: {'gate_surprisal_lambda': 0.1, 'gate_surprisal_tau': 0.5, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.5, 'fact_contrastive_tau': 1.0}

Config: {'vocab_size': 50261, 'dim': 384, 'n_heads': 16, 'head_dim': 64, 'n_layers': 4, 'expand': 3, 'dropout': 0.1, 'max_seq_len': 512, 'use_learned_pos': False, 'use_rope': True, 'use_gsp': True, 'fused_qkv': True, 'qk_norm': False, 'tie_weights': True, 'gradient_checkpointing': True, 'activation': 'swish', 'chunk_size': 256, 'decay_mode': 'head', 'write_mode': 'additive', 'n_states': 3, 'delta_chunk': 64, 'state_dt_spread': 2.0, 'base_dt_bias': -4.0, 'gate_content_aware': True, 'protect_gate_bias': -3.0, 'routing_content_aware': False, 'state_compete': False, 'phase_init': 'zero', 'route_balance_lambda': 0.0, 'aux_loss_weight': 1.0, 'fused_e3': True, 'recompute_pam_chunks': False, 'gamma_floor': 0.0, 'gate_surprisal_lambda': 0.1, 'gate_surprisal_tau': 0.5, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.5, 'fact_contrastive_tau': 1.0, 'vault_state': False, 'vault_state_idx': 0, 'write_phase_address': True, 'write_phase_key_conditional': False, 'delta_solve_mode': 'backsub', 'vault_norm_bound': 0.0, 'module_adapter_rank': 0, 'head_gate': True, 'head_gate_l0_lambda': 0.001, 'head_gate_init_logalpha': 3.0, 'layer_specs': None}
Memory dynamics: decay_mode=head, write_mode=additive, n_states=3, chunk_size=256
Batch size: 8, Epochs: 10, LR: 3e-05
Token budget: 40,000,000

Loading fact (seq_len=512)...
[fact_data] train=78,125 val=512 examples, seq_len=512, templates=12 (train), value_pool=50 (train), vocab=50261
Train batches: 9766, Val batches: 64
[substrate] WARNING: substrate vocab_size=50257 != tokenizer/preset vocab_size=50261
[substrate] grammar@1.0 -> ['grammar@1.0'] (4 frozen base layers)

Model parameters: {'embedding (tied)': 38597376, 'blocks': 23388692, 'norms': 768, 'lm_head': 296064, 'total': 62282900}
Total: 62,282,900 (62.3M)
[M4 grow] +4 layers [4, 5, 6, 7] on base of 4 (skills=['fact_retrieval', 'fact_retrieval', 'fact_retrieval', 'fact_retrieval'], attach_mode=sequential); total layers=8
[M4 freeze] froze blocks [0, 1, 2, 3]; trainable params=62,233,608. (requires_grad=False => excluded from optimizer, no wd drift)
Param groups: 56 tensors (62,214,912) with wd, 57 tensors (18,696) without
fused_ce enabled (chunked linear+CE; logits never materialized)

Training on cuda
Parameters: {'embedding (tied)': 38597376, 'blocks': 46728092, 'norms': 768, 'lm_head': 296064, 'total': 85622300}
Total: 85,622,300 (85.6M)
Epochs: 1..9999, Batches/epoch: 9766
Periodic checkpoint: every 1000 steps -> latest.pt


============================================================
Epoch 1/9999
============================================================
  [1] 0/9766 (0%) loss=10.2734 ppl=28953.2 lr=3.00e-08 | 1112 tok/s (avg 1112) ETA 0m00s | GPU 0.9/3.3GB | gtok=4096
  [1] 5450/9766 (56%) loss=1.5881 ppl=4.9 lr=1.71e-05 | 1363 tok/s (avg 1360) ETA 216m40s | GPU 0.9/3.8GB | gtok=22327296
  [1] 5500/9766 (56%) loss=1.4108 ppl=4.1 lr=1.68e-05 | 1356 tok/s (avg 1360) ETA 214m09s | GPU 0.9/3.8GB | gtok=22532096
  [1] 5550/9766 (57%) loss=1.4713 ppl=4.4 lr=1.66e-05 | 1370 tok/s (avg 1360) ETA 211m38s | GPU 0.9/3.8GB | gtok=22736896
  [1] 5600/9766 (57%) loss=1.5377 ppl=4.7 lr=1.64e-05 | 1369 tok/s (avg 1360) ETA 209m06s | GPU 0.9/3.8GB | gtok=22941696
  [1] 5650/9766 (58%) loss=1.2712 ppl=3.6 lr=1.61e-05 | 1371 tok/s (avg 1360) ETA 206m35s | GPU 0.9/3.8GB | gtok=23146496
  [1] 5700/9766 (58%) loss=1.3996 ppl=4.1 lr=1.59e-05 | 1359 tok/s (avg 1360) ETA 204m04s | GPU 0.9/3.8GB | gtok=23351296
  [1] 5750/9766 (59%) loss=1.0941 ppl=3.0 lr=1.56e-05 | 1359 tok/s (avg 1360) ETA 201m34s | GPU 0.9/3.8GB | gtok=23556096
  [1] 5800/9766 (59%) loss=1.4071 ppl=4.1 lr=1.54e-05 | 1353 tok/s (avg 1360) ETA 199m04s | GPU 0.9/3.8GB | gtok=23760896
  [1] 5850/9766 (60%) loss=1.6860 ppl=5.4 lr=1.52e-05 | 1357 tok/s (avg 1360) ETA 196m33s | GPU 0.9/3.8GB | gtok=23965696
  [1] 5900/9766 (60%) loss=1.0468 ppl=2.8 lr=1.49e-05 | 1357 tok/s (avg 1360) ETA 194m03s | GPU 0.9/3.8GB | gtok=24170496
  [1] 5950/9766 (61%) loss=1.4971 ppl=4.5 lr=1.47e-05 | 1364 tok/s (avg 1360) ETA 191m32s | GPU 0.9/3.8GB | gtok=24375296
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/latest.pt
  [checkpoint @ step 6000, 24,576,000 tok]
  [1] 6000/9766 (61%) loss=0.7998 ppl=2.2 lr=1.44e-05 | 1348 tok/s (avg 1360) ETA 189m02s | GPU 0.9/3.8GB | gtok=24580096
  [1] 6050/9766 (62%) loss=1.2854 ppl=3.6 lr=1.42e-05 | 1361 tok/s (avg 1360) ETA 186m31s | GPU 0.9/3.8GB | gtok=24784896
  [1] 6100/9766 (62%) loss=1.0917 ppl=3.0 lr=1.39e-05 | 1377 tok/s (avg 1360) ETA 184m00s | GPU 0.9/3.8GB | gtok=24989696
  [1] 6150/9766 (63%) loss=1.3914 ppl=4.0 lr=1.37e-05 | 1365 tok/s (avg 1360) ETA 181m29s | GPU 0.9/3.8GB | gtok=25194496
  [1] 6200/9766 (63%) loss=0.9376 ppl=2.6 lr=1.35e-05 | 1360 tok/s (avg 1360) ETA 178m58s | GPU 0.9/3.8GB | gtok=25399296
  [1] 6250/9766 (64%) loss=1.3359 ppl=3.8 lr=1.32e-05 | 1361 tok/s (avg 1360) ETA 176m27s | GPU 0.9/3.8GB | gtok=25604096
  [1] 6300/9766 (65%) loss=1.1414 ppl=3.1 lr=1.30e-05 | 1369 tok/s (avg 1360) ETA 173m56s | GPU 0.9/3.8GB | gtok=25808896
  [1] 6350/9766 (65%) loss=0.8111 ppl=2.3 lr=1.27e-05 | 1369 tok/s (avg 1360) ETA 171m25s | GPU 0.9/3.8GB | gtok=26013696
  [1] 6400/9766 (66%) loss=1.0446 ppl=2.8 lr=1.25e-05 | 1367 tok/s (avg 1360) ETA 168m54s | GPU 0.9/3.8GB | gtok=26218496
  [1] 6450/9766 (66%) loss=1.5583 ppl=4.8 lr=1.23e-05 | 1356 tok/s (avg 1360) ETA 166m24s | GPU 0.9/3.8GB | gtok=26423296
  [1] 6500/9766 (67%) loss=1.1314 ppl=3.1 lr=1.20e-05 | 1363 tok/s (avg 1360) ETA 163m53s | GPU 0.9/3.8GB | gtok=26628096
  [1] 6550/9766 (67%) loss=0.8371 ppl=2.3 lr=1.18e-05 | 1359 tok/s (avg 1360) ETA 161m23s | GPU 0.9/3.8GB | gtok=26832896
  [1] 6600/9766 (68%) loss=1.0159 ppl=2.8 lr=1.16e-05 | 1355 tok/s (avg 1360) ETA 158m52s | GPU 0.9/3.8GB | gtok=27037696
  [1] 6650/9766 (68%) loss=1.0452 ppl=2.8 lr=1.13e-05 | 1358 tok/s (avg 1360) ETA 156m22s | GPU 0.9/3.8GB | gtok=27242496
  [1] 6700/9766 (69%) loss=1.3133 ppl=3.7 lr=1.11e-05 | 1352 tok/s (avg 1360) ETA 153m52s | GPU 0.9/3.8GB | gtok=27447296
  [1] 6750/9766 (69%) loss=1.6995 ppl=5.5 lr=1.09e-05 | 1364 tok/s (avg 1360) ETA 151m21s | GPU 0.9/3.8GB | gtok=27652096
  [1] 6800/9766 (70%) loss=1.0525 ppl=2.9 lr=1.06e-05 | 1357 tok/s (avg 1360) ETA 148m50s | GPU 0.9/3.8GB | gtok=27856896
  [1] 6850/9766 (70%) loss=1.2843 ppl=3.6 lr=1.04e-05 | 1359 tok/s (avg 1360) ETA 146m20s | GPU 0.9/3.8GB | gtok=28061696
  [1] 6900/9766 (71%) loss=0.9086 ppl=2.5 lr=1.02e-05 | 1353 tok/s (avg 1360) ETA 143m49s | GPU 0.9/3.8GB | gtok=28266496
  [1] 6950/9766 (71%) loss=1.2272 ppl=3.4 lr=9.94e-06 | 1354 tok/s (avg 1360) ETA 141m19s | GPU 0.9/3.8GB | gtok=28471296
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/latest.pt
  [checkpoint @ step 7000, 28,672,000 tok]
  [1] 7000/9766 (72%) loss=1.2117 ppl=3.4 lr=9.72e-06 | 1348 tok/s (avg 1360) ETA 138m49s | GPU 0.9/3.8GB | gtok=28676096
  [1] 7050/9766 (72%) loss=0.9434 ppl=2.6 lr=9.49e-06 | 1358 tok/s (avg 1360) ETA 136m18s | GPU 0.9/3.8GB | gtok=28880896
  [1] 7100/9766 (73%) loss=1.1789 ppl=3.3 lr=9.27e-06 | 1361 tok/s (avg 1360) ETA 133m48s | GPU 0.9/3.8GB | gtok=29085696
  [1] 7150/9766 (73%) loss=1.6090 ppl=5.0 lr=9.05e-06 | 1354 tok/s (avg 1360) ETA 131m17s | GPU 0.9/3.8GB | gtok=29290496
  [1] 7200/9766 (74%) loss=0.8927 ppl=2.4 lr=8.83e-06 | 1356 tok/s (avg 1360) ETA 128m47s | GPU 0.9/3.8GB | gtok=29495296
  [1] 7250/9766 (74%) loss=1.0405 ppl=2.8 lr=8.61e-06 | 1360 tok/s (avg 1360) ETA 126m16s | GPU 0.9/3.8GB | gtok=29700096
  [1] 7300/9766 (75%) loss=1.3960 ppl=4.0 lr=8.39e-06 | 1358 tok/s (avg 1360) ETA 123m46s | GPU 0.9/3.8GB | gtok=29904896
  [1] 7350/9766 (75%) loss=1.5713 ppl=4.8 lr=8.17e-06 | 1370 tok/s (avg 1360) ETA 121m15s | GPU 0.9/3.8GB | gtok=30109696
  [1] 7400/9766 (76%) loss=0.8573 ppl=2.4 lr=7.96e-06 | 1357 tok/s (avg 1360) ETA 118m44s | GPU 0.9/3.8GB | gtok=30314496
  [1] 7450/9766 (76%) loss=0.9179 ppl=2.5 lr=7.75e-06 | 1360 tok/s (avg 1360) ETA 116m13s | GPU 0.9/3.8GB | gtok=30519296
  [1] 7500/9766 (77%) loss=0.8897 ppl=2.4 lr=7.54e-06 | 1361 tok/s (avg 1360) ETA 113m43s | GPU 0.9/3.8GB | gtok=30724096
  [1] 7550/9766 (77%) loss=0.9938 ppl=2.7 lr=7.33e-06 | 1364 tok/s (avg 1360) ETA 111m12s | GPU 0.9/3.8GB | gtok=30928896
  [1] 7600/9766 (78%) loss=1.2606 ppl=3.5 lr=7.12e-06 | 1360 tok/s (avg 1360) ETA 108m41s | GPU 0.9/3.8GB | gtok=31133696
  [1] 7650/9766 (78%) loss=1.1511 ppl=3.2 lr=6.92e-06 | 1364 tok/s (avg 1360) ETA 106m11s | GPU 0.9/3.8GB | gtok=31338496
  [1] 7700/9766 (79%) loss=1.1103 ppl=3.0 lr=6.72e-06 | 1359 tok/s (avg 1360) ETA 103m40s | GPU 0.9/3.8GB | gtok=31543296
  [1] 7750/9766 (79%) loss=1.2434 ppl=3.5 lr=6.52e-06 | 1366 tok/s (avg 1360) ETA 101m09s | GPU 0.9/3.8GB | gtok=31748096
  [1] 7800/9766 (80%) loss=1.3637 ppl=3.9 lr=6.32e-06 | 1362 tok/s (avg 1360) ETA 98m39s | GPU 0.9/3.8GB | gtok=31952896
  [1] 7850/9766 (80%) loss=0.7300 ppl=2.1 lr=6.12e-06 | 1361 tok/s (avg 1360) ETA 96m08s | GPU 0.9/3.8GB | gtok=32157696
  [1] 7900/9766 (81%) loss=0.7702 ppl=2.2 lr=5.93e-06 | 1355 tok/s (avg 1360) ETA 93m37s | GPU 0.9/3.8GB | gtok=32362496
  [1] 7950/9766 (81%) loss=0.9022 ppl=2.5 lr=5.74e-06 | 1359 tok/s (avg 1360) ETA 91m07s | GPU 0.9/3.8GB | gtok=32567296
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/latest.pt
  [checkpoint @ step 8000, 32,768,000 tok]
  [1] 8000/9766 (82%) loss=0.8388 ppl=2.3 lr=5.55e-06 | 1353 tok/s (avg 1360) ETA 88m36s | GPU 0.9/3.8GB | gtok=32772096
  [1] 8050/9766 (82%) loss=1.2548 ppl=3.5 lr=5.36e-06 | 1360 tok/s (avg 1360) ETA 86m06s | GPU 0.9/3.8GB | gtok=32976896
  [1] 8100/9766 (83%) loss=1.6923 ppl=5.4 lr=5.18e-06 | 1359 tok/s (avg 1360) ETA 83m35s | GPU 0.9/3.8GB | gtok=33181696
  [1] 8150/9766 (83%) loss=0.7812 ppl=2.2 lr=5.00e-06 | 1351 tok/s (avg 1360) ETA 81m05s | GPU 0.9/3.8GB | gtok=33386496
  [1] 8200/9766 (84%) loss=0.8109 ppl=2.2 lr=4.82e-06 | 1357 tok/s (avg 1360) ETA 78m34s | GPU 0.9/3.8GB | gtok=33591296
  [1] 8250/9766 (84%) loss=0.6623 ppl=1.9 lr=4.64e-06 | 1359 tok/s (avg 1360) ETA 76m04s | GPU 0.9/3.8GB | gtok=33796096
  [1] 8300/9766 (85%) loss=0.8992 ppl=2.5 lr=4.47e-06 | 1364 tok/s (avg 1360) ETA 73m33s | GPU 0.9/3.8GB | gtok=34000896
  [1] 8350/9766 (86%) loss=0.7288 ppl=2.1 lr=4.30e-06 | 1368 tok/s (avg 1360) ETA 71m02s | GPU 0.9/3.8GB | gtok=34205696
  [1] 8400/9766 (86%) loss=0.6517 ppl=1.9 lr=4.13e-06 | 1365 tok/s (avg 1360) ETA 68m31s | GPU 0.9/3.8GB | gtok=34410496
  [1] 8450/9766 (87%) loss=0.9751 ppl=2.7 lr=3.97e-06 | 1359 tok/s (avg 1360) ETA 66m01s | GPU 0.9/3.8GB | gtok=34615296
  [1] 8500/9766 (87%) loss=0.7791 ppl=2.2 lr=3.81e-06 | 1362 tok/s (avg 1360) ETA 63m30s | GPU 0.9/3.8GB | gtok=34820096
  [1] 8550/9766 (88%) loss=0.9352 ppl=2.5 lr=3.65e-06 | 1358 tok/s (avg 1360) ETA 61m00s | GPU 0.9/3.8GB | gtok=35024896
  [1] 8600/9766 (88%) loss=0.8312 ppl=2.3 lr=3.49e-06 | 1352 tok/s (avg 1360) ETA 58m29s | GPU 0.9/3.8GB | gtok=35229696
  [1] 8650/9766 (89%) loss=0.9833 ppl=2.7 lr=3.34e-06 | 1363 tok/s (avg 1360) ETA 55m58s | GPU 0.9/3.8GB | gtok=35434496
  [1] 8700/9766 (89%) loss=0.5046 ppl=1.7 lr=3.19e-06 | 1347 tok/s (avg 1360) ETA 53m28s | GPU 0.9/3.8GB | gtok=35639296
  [1] 8750/9766 (90%) loss=0.6231 ppl=1.9 lr=3.04e-06 | 1358 tok/s (avg 1360) ETA 50m57s | GPU 0.9/3.8GB | gtok=35844096
  [1] 8800/9766 (90%) loss=1.0153 ppl=2.8 lr=2.90e-06 | 1355 tok/s (avg 1360) ETA 48m27s | GPU 0.9/3.8GB | gtok=36048896
  [1] 8850/9766 (91%) loss=0.7024 ppl=2.0 lr=2.76e-06 | 1358 tok/s (avg 1360) ETA 45m56s | GPU 0.9/3.8GB | gtok=36253696
  [1] 8900/9766 (91%) loss=1.2566 ppl=3.5 lr=2.62e-06 | 1357 tok/s (avg 1360) ETA 43m25s | GPU 0.9/3.8GB | gtok=36458496
  [1] 8950/9766 (92%) loss=1.0771 ppl=2.9 lr=2.48e-06 | 1355 tok/s (avg 1360) ETA 40m55s | GPU 0.9/3.8GB | gtok=36663296
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/latest.pt
  [checkpoint @ step 9000, 36,864,000 tok]
  [1] 9000/9766 (92%) loss=0.9755 ppl=2.7 lr=2.35e-06 | 1353 tok/s (avg 1360) ETA 38m24s | GPU 0.9/3.8GB | gtok=36868096
  [1] 9050/9766 (93%) loss=0.7412 ppl=2.1 lr=2.22e-06 | 1362 tok/s (avg 1360) ETA 35m54s | GPU 0.9/3.8GB | gtok=37072896
  [1] 9100/9766 (93%) loss=0.7289 ppl=2.1 lr=2.10e-06 | 1363 tok/s (avg 1360) ETA 33m23s | GPU 0.9/3.8GB | gtok=37277696
  [1] 9150/9766 (94%) loss=0.6179 ppl=1.9 lr=1.98e-06 | 1351 tok/s (avg 1360) ETA 30m52s | GPU 0.9/3.8GB | gtok=37482496
  [1] 9200/9766 (94%) loss=1.2520 ppl=3.5 lr=1.86e-06 | 1358 tok/s (avg 1359) ETA 28m22s | GPU 0.9/3.8GB | gtok=37687296
  [1] 9250/9766 (95%) loss=0.9660 ppl=2.6 lr=1.74e-06 | 1354 tok/s (avg 1359) ETA 25m51s | GPU 0.9/3.8GB | gtok=37892096
  [1] 9300/9766 (95%) loss=0.8512 ppl=2.3 lr=1.63e-06 | 1352 tok/s (avg 1359) ETA 23m21s | GPU 0.9/3.8GB | gtok=38096896
  [1] 9350/9766 (96%) loss=1.0862 ppl=3.0 lr=1.53e-06 | 1358 tok/s (avg 1359) ETA 20m50s | GPU 0.9/3.8GB | gtok=38301696
  [1] 9400/9766 (96%) loss=0.6002 ppl=1.8 lr=1.42e-06 | 1352 tok/s (avg 1359) ETA 18m19s | GPU 0.9/3.8GB | gtok=38506496
  [1] 9450/9766 (97%) loss=0.7246 ppl=2.1 lr=1.32e-06 | 1354 tok/s (avg 1359) ETA 15m49s | GPU 0.9/3.8GB | gtok=38711296
  [1] 9500/9766 (97%) loss=0.6767 ppl=2.0 lr=1.22e-06 | 1362 tok/s (avg 1359) ETA 13m18s | GPU 0.9/3.8GB | gtok=38916096
  [1] 9550/9766 (98%) loss=0.5581 ppl=1.7 lr=1.13e-06 | 1370 tok/s (avg 1359) ETA 10m47s | GPU 0.9/3.8GB | gtok=39120896
  [1] 9600/9766 (98%) loss=1.0261 ppl=2.8 lr=1.04e-06 | 1372 tok/s (avg 1359) ETA 8m17s | GPU 0.9/3.8GB | gtok=39325696
  [1] 9650/9766 (99%) loss=1.0482 ppl=2.9 lr=9.53e-07 | 1359 tok/s (avg 1359) ETA 5m46s | GPU 0.9/3.8GB | gtok=39530496
  [1] 9700/9766 (99%) loss=0.9148 ppl=2.5 lr=8.70e-07 | 1360 tok/s (avg 1359) ETA 3m15s | GPU 0.9/3.8GB | gtok=39735296
  [1] 9750/9766 (100%) loss=1.1437 ppl=3.1 lr=7.91e-07 | 1357 tok/s (avg 1359) ETA 0m45s | GPU 0.9/3.8GB | gtok=39940096
  Token budget reached: 40,000,000 / 40,000,000
Epoch 1/9999 | Train Loss: 2.0344 PPL: 7.65 | 1359 tok/s | Time: 29425.0s (40,000,000 tok) | Val Loss: 0.8196 PPL: 2.27 Acc: 0.748 *best*
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/best_model.pt

Stopping: token budget 40,000,000 reached.
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/final_model.pt

Training complete (token budget)!
Total wall time: 29448.5s (8.18h)
Best Val Loss: 0.8196, Best Val PPL: 2.27

Wall clock end: 2026-07-30 04:18:13
+ .venv/bin/python -m v12.compact --checkpoint checkpoints_v12_phase0/contrastive/fact_retrieval/best_model.pt --out checkpoints_v12_phase0/contrastive/fact_retrieval/slim.pt --threshold 1e-3
Compacted checkpoints_v12_phase0/contrastive/fact_retrieval/best_model.pt -> checkpoints_v12_phase0/contrastive/fact_retrieval/slim.pt
  per-layer kept heads: [16, 16, 16, 16, 16, 16, 16, 16] (of [16, 16, 16, 16, 16, 16, 16, 16])
  params: 85,622,300 -> 85,622,300 (0.0% smaller)
  max|Δlogits| src vs slim: 0.000e+00
+ .venv/bin/python -m v12.publish --checkpoint checkpoints_v12_phase0/contrastive/fact_retrieval/slim.pt --module_id fact_retrieval --version 3.1 --role group --group_id fact_retrieval --requires grammar@>=1.0:prelayer --provenance local --registry v12_registry --overwrite
  WARNING: this stage vs base grammar@1.0 retrained 9/9 shared tensors; composition keeps the BASE copy, so its blocks will read a different table than they were trained on.
    lm_head_proj.weight_imag: rel-Frobenius 0.1209
    lm_head_proj.weight_real: rel-Frobenius 0.1207
    lm_head_proj.bias_imag: rel-Frobenius 0.0961
    lm_head_proj.bias_real: rel-Frobenius 0.0884
    Retrain that stage with --freeze_shared to make packing lossless.
Published fact_retrieval@3.1 (group) -> v12_registry/fact_retrieval/3.1/model.pt
  layers=4 self_hash=cedf19b9c3ee substrate_hash=9d6da7ebccd6 requires=['grammar@>=1.0:prelayer']
